Country,Rating,Date,Version,Username,Title,Content,Combined,Sentiment
US,3,2025-01-09,1.0.9,$Marlon,Luck,"This game is awesome, the cards are awesome as well, but the gameplay is seriously not the best, it’s mostly based on luck, and the new cards always give one side an unfair advantage, maybe as this game updates maybe we won’t be having these problems? Don’t know.","LuckThis game is awesome, the cards are awesome as well, but the gameplay is seriously not the best, it’s mostly based on luck, and the new cards always give one side an unfair advantage, maybe as this game updates maybe we won’t be having these problems? Don’t know.",Negative
US,3,2025-01-09,1.0.9,DJLatas,Bots get wtv they want,Why is the bot getting 20+ healing every time i hit him exactly for 20hp then but my best card in the bottom of the deck making it impossible to do “beat in 14 turns” makes it impossible,Bots get wtv they wantWhy is the bot getting 20+ healing every time i hit him exactly for 20hp then but my best card in the bottom of the deck making it impossible to do “beat in 14 turns” makes it impossible,Negative
US,5,2025-01-09,1.0.9,SebZzzzzzzzz,WE WANT AND NEED A RANKED GAME-MODE pretty PLEASE,"PTCG is a beautiful, well-crafted experience. from stunning visuals to its immersive gameplay, at least, in the short term.

However, after a few hours of play, it becomes clear that the game is missing something crucial: a sense of progression.PTCG seriously  lacks systems like rank progression, meaningful achievements, or unlockable content that make you feel like you’re working toward something tangible.","WE WANT AND NEED A RANKED GAME-MODE pretty PLEASEPTCG is a beautiful, well-crafted experience. from stunning visuals to its immersive gameplay, at least, in the short term.

However, after a few hours of play, it becomes clear that the game is missing something crucial: a sense of progression.PTCG seriously  lacks systems like rank progression, meaningful achievements, or unlockable content that make you feel like you’re working toward something tangible.",Neutral
US,3,2025-01-09,1.0.9,NicknameSixtyNine,Fix the flip system,I don’t know how y’all have it set up but if I play friend I’ll hit every flip but if I play online lord forbid I even get one heads 🤣,Fix the flip systemI don’t know how y’all have it set up but if I play friend I’ll hit every flip but if I play online lord forbid I even get one heads 🤣,Negative
US,1,2025-01-09,1.0.9,Akshat1707,No report player feature,Please just leave after loading a game that ruins the game. Please make a report player feature.,No report player featurePlease just leave after loading a game that ruins the game. Please make a report player feature.,Negative
US,1,2025-01-09,1.0.9,Gradius9989,Pay to win,Mewtwo op and charizard trash,Pay to winMewtwo op and charizard trash,Neutral
US,1,2025-01-09,1.0.9,Funny guy rehehehehehe,Why,Now listen I love Pokémon but this has no work even put into it and you can only open two DIGITAL pack daily like what do you expect me to do actually pay for a subscription so I can get some stupid pixels on a screen just why and wonder picks are pointless and need to be replaced.,WhyNow listen I love Pokémon but this has no work even put into it and you can only open two DIGITAL pack daily like what do you expect me to do actually pay for a subscription so I can get some stupid pixels on a screen just why and wonder picks are pointless and need to be replaced.,Negative
US,5,2025-01-09,1.0.9,4566709,Great card art,Amazing game,Great card artAmazing game,Positive
US,1,2025-01-09,1.0.9,DBMiner,Poorly optimized,"Frequently this game is freezing and crashing on me usually in the middle of battle causing it to completely skip over my turn and forcing me to lose matches. Simple things like opening packs or even navigating the menu can even cause it to have frame rate issues and freeze constantly. The actual game itself is a lot of fun when I actually get to play, but until I can enjoy the experience without forfeiting almost every battle due to timing out I have to give it a 1 star.","Poorly optimizedFrequently this game is freezing and crashing on me usually in the middle of battle causing it to completely skip over my turn and forcing me to lose matches. Simple things like opening packs or even navigating the menu can even cause it to have frame rate issues and freeze constantly. The actual game itself is a lot of fun when I actually get to play, but until I can enjoy the experience without forfeiting almost every battle due to timing out I have to give it a 1 star.",Negative
US,1,2025-01-09,1.0.9,Miss Miyu,Bad RNG,Actually worst rng coding on coin flips and card shuffles,Bad RNGActually worst rng coding on coin flips and card shuffles,Negative
US,1,2025-01-09,1.0.9,Puffy Senpai,Not Worth Investing Time,"Terrible RNG, pay to win, horrible logistics when it comes to actual battle and gameplay. Majority of the time you will be waiting for your opponents to make a move. Matches take almost 10-15 minutes each because they a lot for people to draw down the clock for 1 move. Forget if you go up against someone that’s dropped $1000s into the game. Might as well concede every match.","Not Worth Investing TimeTerrible RNG, pay to win, horrible logistics when it comes to actual battle and gameplay. Majority of the time you will be waiting for your opponents to make a move. Matches take almost 10-15 minutes each because they a lot for people to draw down the clock for 1 move. Forget if you go up against someone that’s dropped $1000s into the game. Might as well concede every match.",Negative
US,3,2025-01-09,1.0.9,TruthTeller333,Alright,Just play it and see for yourself if you like it. What do you have to lose?,AlrightJust play it and see for yourself if you like it. What do you have to lose?,Neutral
US,2,2025-01-09,1.0.9,Dawsenv,Needs improvement,"It’s fun to open packs and make decks and battle but I don’t enjoy the time It takes to go through everything. I wish it could auto skip all the dumb little cinematics there is when opening packs and I wish there was a collect all option for every single mission rather than collecting individual groups of missions. It feels like it’s purposely wasting my time, why can’t I collect everything at once instead of individually. If they make an auto skip for every skippable animation I would absolutely give this 5 stars, I just hate when I have to spend time waiting and skipping things I don’t care about. It’s a pretty small amount of time but when you have to do it over and over again constantly it adds up quick for me","Needs improvementIt’s fun to open packs and make decks and battle but I don’t enjoy the time It takes to go through everything. I wish it could auto skip all the dumb little cinematics there is when opening packs and I wish there was a collect all option for every single mission rather than collecting individual groups of missions. It feels like it’s purposely wasting my time, why can’t I collect everything at once instead of individually. If they make an auto skip for every skippable animation I would absolutely give this 5 stars, I just hate when I have to spend time waiting and skipping things I don’t care about. It’s a pretty small amount of time but when you have to do it over and over again constantly it adds up quick for me",Negative
